protein_group,sequence_count
sp|O00148|DX39A_HUMAN;sp|Q13838|DX39B_HUMAN,3
sp|O00264|PGRC1_HUMAN,2
sp|O00410|IPO5_HUMAN,1
sp|O00571|DDX3X_HUMAN,1
sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN,2
sp|O14744|ANM5_HUMAN,2
sp|O14818|PSA7_HUMAN,2
sp|O14929|HAT1_HUMAN,1
sp|O14950|ML12B_HUMAN;sp|P19105|ML12A_HUMAN;sp|P24844|MYL9_HUMAN,1
sp|O14979|HNRDL_HUMAN,2
sp|O14979|HNRDL_HUMAN;sp|Q99729|ROAA_HUMAN,1
sp|O14980|XPO1_HUMAN,2
sp|O14983|AT2A1_HUMAN;sp|P16615|AT2A2_HUMAN,1
sp|O15067|PUR4_HUMAN,1
sp|O15347|HMGB3_HUMAN,1
sp|O15371|EIF3D_HUMAN,1
sp|O43175|SERA_HUMAN,9
sp|O43390|HNRPR_HUMAN,1
sp|O43390|HNRPR_HUMAN;sp|O60506|HNRPQ_HUMAN,3
sp|O43399|TPD54_HUMAN,2
sp|O43423|AN32C_HUMAN;sp|P39687|AN32A_HUMAN,1
sp|O43670|ZN207_HUMAN,1
sp|O43707|ACTN4_HUMAN,4
sp|O43707|ACTN4_HUMAN;sp|P12814|ACTN1_HUMAN,1
sp|O43707|ACTN4_HUMAN;sp|P12814|ACTN1_HUMAN;sp|P35609|ACTN2_HUMAN;sp|Q08043|ACTN3_HUMAN,1
sp|O43776|SYNC_HUMAN,2
sp|O43809|CPSF5_HUMAN,1
sp|O60361|NDK8_HUMAN;sp|P15531|NDKA_HUMAN;sp|P22392|NDKB_HUMAN,2
sp|O60361|NDK8_HUMAN;sp|P22392|NDKB_HUMAN,1
sp|O60506|HNRPQ_HUMAN,5
sp|O60664|PLIN3_HUMAN,1
sp|O60739|EIF1B_HUMAN;sp|P41567|EIF1_HUMAN,2
sp|O60814|H2B1K_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,1
sp|O60814|H2B1K_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,1
sp|O60832|DKC1_HUMAN,1
sp|O75347|TBCA_HUMAN,1
sp|O75367|H2AY_HUMAN,2
sp|O75369|FLNB_HUMAN,10
sp|O75369|FLNB_HUMAN;sp|Q14315|FLNC_HUMAN,2
sp|O75390|CISY_HUMAN,3
sp|O75396|SC22B_HUMAN,2
sp|O75526|RMXL2_HUMAN;sp|P38159|RBMX_HUMAN,1
sp|O75643|U520_HUMAN,1
sp|O75821|EIF3G_HUMAN,1
sp|O75947|ATP5H_HUMAN,1
sp|O76003|GLRX3_HUMAN,1
sp|O76021|RL1D1_HUMAN,2
sp|O94921|CDK14_HUMAN;sp|P06493|CDK1_HUMAN;sp|P11802|CDK4_HUMAN;sp|P24941|CDK2_HUMAN;sp|P50750|CDK9_HUMAN;sp|Q00526|CDK3_HUMAN;sp|Q00534|CDK6_HUMAN;sp|Q00535|CDK5_HUMAN;sp|Q00536|CDK16_HUMAN;sp|Q00537|CDK17_HUMAN;sp|Q07002|CDK18_HUMAN;sp|Q14004|CDK13_HUMAN;sp|Q96Q40|CDK15_HUMAN;sp|Q9NYV4|CDK12_HUMAN,1
sp|O95197|RTN3_HUMAN,1
sp|O95292|VAPB_HUMAN;sp|Q9P0L0|VAPA_HUMAN,1
sp|O95336|6PGL_HUMAN,1
sp|O95445|APOM_HUMAN,1
sp|O95678|K2C75_HUMAN;sp|P02538|K2C6A_HUMAN;sp|P04259|K2C6B_HUMAN;sp|P05787|K2C8_HUMAN;sp|P08729|K2C7_HUMAN;sp|P12035|K2C3_HUMAN;sp|P13647|K2C5_HUMAN;sp|P19013|K2C4_HUMAN;sp|P35908|K22E_HUMAN;sp|P48668|K2C6C_HUMAN;sp|Q01546|K22O_HUMAN;sp|Q14CN4|K2C72_HUMAN;sp|Q3SY84|K2C71_HUMAN;sp|Q5XKE5|K2C79_HUMAN;sp|Q7RTS7|K2C74_HUMAN;sp|Q7Z794|K2C1B_HUMAN;sp|Q86Y46|K2C73_HUMAN;sp|Q9NSB2|KRT84_HUMAN,1
sp|O95757|HS74L_HUMAN;sp|Q92598|HS105_HUMAN,1
sp|O95758|PTBP3_HUMAN;sp|P26599|PTBP1_HUMAN,1
sp|O95881|TXD12_HUMAN,1
sp|P00338|LDHA_HUMAN,6
sp|P00367|DHE3_HUMAN,1
sp|P00403|COX2_HUMAN,1
sp|P00441|SODC_HUMAN,1
sp|P00492|HPRT_HUMAN,1
sp|P00505|AATM_HUMAN,3
sp|P00558|PGK1_HUMAN,8
sp|P00558|PGK1_HUMAN;sp|P07205|PGK2_HUMAN,3
sp|P00966|ASSY_HUMAN,1
sp|P01024|CO3_HUMAN,2
sp|P02042|HBD_HUMAN;sp|P68871|HBB_HUMAN,1
sp|P02533|K1C14_HUMAN;sp|P08727|K1C19_HUMAN;sp|P08779|K1C16_HUMAN;sp|P19012|K1C15_HUMAN;sp|Q04695|K1C17_HUMAN,1
sp|P02533|K1C14_HUMAN;sp|P08779|K1C16_HUMAN;sp|P13646|K1C13_HUMAN;sp|P19012|K1C15_HUMAN;sp|P35900|K1C20_HUMAN;sp|Q04695|K1C17_HUMAN,1
sp|P02545|LMNA_HUMAN,10
sp|P02768|ALBU_HUMAN,1
sp|P02786|TFR1_HUMAN,9
sp|P04040|CATA_HUMAN,1
sp|P04075|ALDOA_HUMAN,7
sp|P04080|CYTB_HUMAN,1
sp|P04083|ANXA1_HUMAN,7
sp|P04179|SODM_HUMAN,1
sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN,1
sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1
sp|P04350|TBB4A_HUMAN;sp|P68371|TBB4B_HUMAN,1
sp|P04350|TBB4A_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q3ZCM7|TBB8_HUMAN,1
sp|P04406|G3P_HUMAN,5
sp|P04792|HSPB1_HUMAN,2
sp|P04843|RPN1_HUMAN,2
sp|P04908|H2A1B_HUMAN;sp|P0C0S5|H2AZ_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|P16104|H2AX_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q71UI9|H2AV_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|Q8IUE6|H2A2B_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q96QV6|H2A1A_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q9BTM1|H2AJ_HUMAN,1
sp|P04908|H2A1B_HUMAN;sp|P0C0S5|H2AZ_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|P16104|H2AX_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q71UI9|H2AV_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q96QV6|H2A1A_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q9BTM1|H2AJ_HUMAN,1
sp|P04908|H2A1B_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q9BTM1|H2AJ_HUMAN,1
sp|P05023|AT1A1_HUMAN;sp|P13637|AT1A3_HUMAN;sp|P20648|ATP4A_HUMAN;sp|P50993|AT1A2_HUMAN;sp|P54707|AT12A_HUMAN;sp|Q13733|AT1A4_HUMAN,1
sp|P05141|ADT2_HUMAN;sp|P12235|ADT1_HUMAN;sp|P12236|ADT3_HUMAN,1
sp|P05141|ADT2_HUMAN;sp|P12235|ADT1_HUMAN;sp|P12236|ADT3_HUMAN;sp|Q9H0C2|ADT4_HUMAN,1
sp|P05198|IF2A_HUMAN,3
sp|P05387|RLA2_HUMAN,4
sp|P05388|RLA0_HUMAN,1
sp|P05388|RLA0_HUMAN;sp|Q8NHW5|RLA0L_HUMAN,2
sp|P05455|LA_HUMAN,1
sp|P05783|K1C18_HUMAN,10
sp|P05783|K1C18_HUMAN;sp|P08727|K1C19_HUMAN,1
sp|P05787|K2C8_HUMAN,11
sp|P06396|GELS_HUMAN,1
sp|P06576|ATPB_HUMAN,10
sp|P06733|ENOA_HUMAN,11
sp|P06733|ENOA_HUMAN;sp|P09104|ENOG_HUMAN;sp|P13929|ENOB_HUMAN,1
sp|P06737|PYGL_HUMAN;sp|P11216|PYGB_HUMAN;sp|P11217|PYGM_HUMAN,1
sp|P06744|G6PI_HUMAN,4
sp|P06748|NPM_HUMAN,2
sp|P06753|TPM3_HUMAN,1
sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q6DN03|H2B2C_HUMAN;sp|Q6DRA6|H2B2D_HUMAN;sp|Q8N257|H2B3B_HUMAN,1
sp|P07195|LDHB_HUMAN,3
sp|P07237|PDIA1_HUMAN,3
sp|P07355|ANXA2_HUMAN,3
sp|P07437|TBB5_HUMAN,2
sp|P07437|TBB5_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,2
sp|P07602|SAP_HUMAN,2
sp|P07737|PROF1_HUMAN,4
sp|P07741|APT_HUMAN,1
sp|P07814|SYEP_HUMAN,1
sp|P07900|HS90A_HUMAN,3
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN,1
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN;sp|Q14568|HS902_HUMAN;sp|Q58FF8|H90B2_HUMAN,1
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN;sp|Q58FF6|H90B4_HUMAN;sp|Q58FF7|H90B3_HUMAN;sp|Q58FF8|H90B2_HUMAN,1
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN;sp|Q58FF6|H90B4_HUMAN;sp|Q58FF7|H90B3_HUMAN;sp|Q58FG0|HS905_HUMAN,1
sp|P07900|HS90A_HUMAN;sp|Q58FG1|HS904_HUMAN,1
sp|P07954|FUMH_HUMAN,3
sp|P08195|4F2_HUMAN,6
sp|P08238|HS90B_HUMAN,3
sp|P08238|HS90B_HUMAN;sp|P14625|ENPL_HUMAN,1
sp|P08238|HS90B_HUMAN;sp|Q58FF7|H90B3_HUMAN,1
sp|P08559|ODPA_HUMAN,1
sp|P08579|RU2B_HUMAN;sp|P09012|SNRPA_HUMAN,1
sp|P08621|RU17_HUMAN,1
sp|P08670|VIME_HUMAN,6
sp|P08670|VIME_HUMAN;sp|P17661|DESM_HUMAN,1
sp|P08697|A2AP_HUMAN,1
sp|P08727|K1C19_HUMAN,4
sp|P08729|K2C7_HUMAN,6
sp|P08729|K2C7_HUMAN;sp|Q14CN4|K2C72_HUMAN,1
sp|P08758|ANXA5_HUMAN,3
sp|P08865|RSSA_HUMAN,1
sp|P09382|LEG1_HUMAN,1
sp|P09651|ROA1_HUMAN;sp|Q32P51|RA1L2_HUMAN,1
sp|P09661|RU2A_HUMAN,1
sp|P09960|LKHA4_HUMAN,1
sp|P0C0S5|H2AZ_HUMAN;sp|Q71UI9|H2AV_HUMAN,1
sp|P0CG38|POTEI_HUMAN;sp|P0CG39|POTEJ_HUMAN;sp|Q6S8J3|POTEE_HUMAN;sp|Q9BYX7|ACTBM_HUMAN,1
sp|P0CG47|UBB_HUMAN;sp|P0CG48|UBC_HUMAN;sp|P62979|RS27A_HUMAN;sp|P62987|RL40_HUMAN,2
sp|P0DME0|SETLP_HUMAN;sp|Q01105|SET_HUMAN,2
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN,3
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN;sp|P11142|HSP7C_HUMAN;sp|P17066|HSP76_HUMAN;sp|P34931|HS71L_HUMAN;sp|P48741|HSP77_HUMAN;sp|P54652|HSP72_HUMAN,1
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN;sp|P17066|HSP76_HUMAN,1
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN;sp|P17066|HSP76_HUMAN;sp|P34931|HS71L_HUMAN;sp|P48741|HSP77_HUMAN,1
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN;sp|P34931|HS71L_HUMAN,1
sp|P0DP23|CALM1_HUMAN;sp|P0DP24|CALM2_HUMAN;sp|P0DP25|CALM3_HUMAN,1
sp|P0DP23|CALM1_HUMAN;sp|P0DP24|CALM2_HUMAN;sp|P0DP25|CALM3_HUMAN;sp|P27482|CALL3_HUMAN,1
sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN,1
sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN,1
sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN;sp|Q9NY65|TBA8_HUMAN,2
sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN,2
sp|P0DPK2|H3Y1_HUMAN;sp|P0DPK5|H3Y2_HUMAN,1
sp|P10412|H14_HUMAN;sp|P16402|H13_HUMAN;sp|P16403|H12_HUMAN,2
sp|P10412|H14_HUMAN;sp|P16402|H13_HUMAN;sp|P16403|H12_HUMAN;sp|P22492|H1T_HUMAN;sp|Q02539|H11_HUMAN,1
sp|P10599|THIO_HUMAN,2
sp|P10606|COX5B_HUMAN,1
sp|P10809|CH60_HUMAN,9
sp|P11021|BIP_HUMAN,10
sp|P11021|BIP_HUMAN;sp|P11142|HSP7C_HUMAN;sp|P34931|HS71L_HUMAN;sp|P54652|HSP72_HUMAN,1
sp|P11142|HSP7C_HUMAN,10
sp|P11142|HSP7C_HUMAN;sp|P17066|HSP76_HUMAN;sp|P54652|HSP72_HUMAN,1
sp|P11142|HSP7C_HUMAN;sp|P54652|HSP72_HUMAN,2
sp|P11172|UMPS_HUMAN,1
sp|P11413|G6PD_HUMAN,4
sp|P11586|C1TC_HUMAN,7
sp|P11766|ADHX_HUMAN,1
sp|P11908|PRPS2_HUMAN;sp|P21108|PRPS3_HUMAN;sp|P60891|PRPS1_HUMAN,1
sp|P11940|PABP1_HUMAN,1
sp|P11940|PABP1_HUMAN;sp|Q4VXU2|PAP1L_HUMAN,1
sp|P12004|PCNA_HUMAN,4
sp|P12081|HARS1_HUMAN;sp|P49590|SYHM_HUMAN,1
sp|P12236|ADT3_HUMAN,1
sp|P12270|TPR_HUMAN,3
sp|P12277|KCRB_HUMAN,1
sp|P12429|ANXA3_HUMAN,2
sp|P12814|ACTN1_HUMAN,1
sp|P12956|XRCC6_HUMAN,4
sp|P13010|XRCC5_HUMAN,5
sp|P13073|COX41_HUMAN,1
sp|P13639|EF2_HUMAN,12
sp|P13645|K1C10_HUMAN,1
sp|P13667|PDIA4_HUMAN,2
sp|P13796|PLSL_HUMAN;sp|P13797|PLST_HUMAN,1
sp|P13797|PLST_HUMAN,1
sp|P13929|ENOB_HUMAN,1
sp|P13987|CD59_HUMAN,1
sp|P14174|MIF_HUMAN,1
sp|P14314|GLU2B_HUMAN,3
sp|P14324|FPPS_HUMAN,2
sp|P14618|KPYM_HUMAN,10
sp|P14618|KPYM_HUMAN;sp|P30613|KPYR_HUMAN,1
sp|P14625|ENPL_HUMAN,6
sp|P14649|MYL6B_HUMAN;sp|P60660|MYL6_HUMAN,1
sp|P14866|HNRPL_HUMAN,3
sp|P14868|SYDC_HUMAN,2
sp|P15170|ERF3A_HUMAN;sp|Q8IYD1|ERF3B_HUMAN,1
sp|P15311|EZRI_HUMAN;sp|P26038|MOES_HUMAN;sp|P35241|RADI_HUMAN,2
sp|P15531|NDKA_HUMAN,2
sp|P15531|NDKA_HUMAN;sp|P22392|NDKB_HUMAN,2
sp|P15880|RS2_HUMAN,4
sp|P16070|CD44_HUMAN,1
sp|P16949|STMN1_HUMAN;sp|Q93045|STMN2_HUMAN,1
sp|P16989|YBOX3_HUMAN;sp|P67809|YBOX1_HUMAN;sp|Q9Y2T7|YBOX2_HUMAN,2
sp|P17096|HMGA1_HUMAN,1
sp|P17174|AATC_HUMAN,1
sp|P17516|AK1C4_HUMAN;sp|P42330|AK1C3_HUMAN;sp|Q04828|AK1C1_HUMAN,1
sp|P17655|CAN2_HUMAN,2
sp|P17812|PYRG1_HUMAN,1
sp|P17844|DDX5_HUMAN,2
sp|P17844|DDX5_HUMAN;sp|Q92841|DDX17_HUMAN,2
sp|P17931|LEG3_HUMAN,3
sp|P17980|PRS6A_HUMAN,1
sp|P17987|TCPA_HUMAN,6
sp|P18077|RL35A_HUMAN,1
sp|P18085|ARF4_HUMAN,1
sp|P18085|ARF4_HUMAN;sp|P61204|ARF3_HUMAN;sp|P84077|ARF1_HUMAN;sp|P84085|ARF5_HUMAN,1
sp|P18124|RL7_HUMAN,5
sp|P18206|VINC_HUMAN,5
sp|P18621|RL17_HUMAN,1
sp|P18669|PGAM1_HUMAN,1
sp|P18669|PGAM1_HUMAN;sp|Q8N0Y7|PGAM4_HUMAN,1
sp|P18754|RCC1_HUMAN,1
sp|P19338|NUCL_HUMAN,7
sp|P19388|RPAB1_HUMAN,1
sp|P19823|ITIH2_HUMAN,4
sp|P20042|IF2B_HUMAN,2
sp|P20290|BTF3_HUMAN,1
sp|P20339|RAB5A_HUMAN;sp|P51148|RAB5C_HUMAN;sp|P61020|RAB5B_HUMAN,1
sp|P20618|PSB1_HUMAN,2
sp|P20645|MPRD_HUMAN,1
sp|P20700|LMNB1_HUMAN,3
sp|P21266|GSTM3_HUMAN,1
sp|P21333|FLNA_HUMAN,24
sp|P21796|VDAC1_HUMAN,6
sp|P21926|CD9_HUMAN,1
sp|P22087|FBRL_HUMAN,2
sp|P22090|RS4Y1_HUMAN;sp|P62701|RS4X_HUMAN,1
sp|P22090|RS4Y1_HUMAN;sp|P62701|RS4X_HUMAN;sp|Q8TD47|RS4Y2_HUMAN,1
sp|P22102|PUR2_HUMAN,1
sp|P22234|PUR6_HUMAN,2
sp|P22307|SCP2_HUMAN,1
sp|P22314|UBA1_HUMAN,10
sp|P22626|ROA2_HUMAN,6
sp|P22695|QCR2_HUMAN,1
sp|P23246|SFPQ_HUMAN,2
sp|P23284|PPIB_HUMAN,2
sp|P23396|RS3_HUMAN,8
sp|P23526|SAHH_HUMAN,3
sp|P23528|COF1_HUMAN,4
sp|P23528|COF1_HUMAN;sp|Q9Y281|COF2_HUMAN,1
sp|P23588|IF4B_HUMAN,2
sp|P23921|RIR1_HUMAN,1
sp|P24534|EF1B_HUMAN,1
sp|P24539|AT5F1_HUMAN,2
sp|P25205|MCM3_HUMAN,3
sp|P25398|RS12_HUMAN,2
sp|P25705|ATPA_HUMAN,7
sp|P25786|PSA1_HUMAN,2
sp|P25787|PSA2_HUMAN,1
sp|P25789|PSA4_HUMAN,1
sp|P25815|S100P_HUMAN,1
sp|P26038|MOES_HUMAN,4
sp|P26373|RL13_HUMAN,3
sp|P26447|S10A4_HUMAN,2
sp|P26599|PTBP1_HUMAN,2
sp|P26639|SYTC_HUMAN,3
sp|P26641|EF1G_HUMAN,5
sp|P27348|1433T_HUMAN;sp|P31946|1433B_HUMAN;sp|P31947|1433S_HUMAN;sp|P61981|1433G_HUMAN;sp|P62258|1433E_HUMAN;sp|P63104|1433Z_HUMAN;sp|Q04917|1433F_HUMAN,2
sp|P27635|RL10_HUMAN,1
sp|P27816|MAP4_HUMAN,3
sp|P27824|CALX_HUMAN,2
sp|P28066|PSA5_HUMAN,2
sp|P28074|PSB5_HUMAN,2
sp|P29401|TKT_HUMAN,8
sp|P29692|EF1D_HUMAN,4
sp|P30040|ERP29_HUMAN,2
sp|P30041|PRDX6_HUMAN,4
sp|P30044|PRDX5_HUMAN,4
sp|P30048|PRDX3_HUMAN,2
sp|P30050|RL12_HUMAN,4
sp|P30086|PEBP1_HUMAN,3
sp|P30101|PDIA3_HUMAN,3
sp|P30740|ILEU_HUMAN,2
sp|P31150|GDIA_HUMAN;sp|P50395|GDIB_HUMAN,1
sp|P31153|METK2_HUMAN,2
sp|P31153|METK2_HUMAN;sp|Q00266|METK1_HUMAN,1
sp|P31327|CPSM_HUMAN,11
sp|P31930|QCR1_HUMAN,1
sp|P31943|HNRH1_HUMAN,1
sp|P31943|HNRH1_HUMAN;sp|P52597|HNRPF_HUMAN,1
sp|P31943|HNRH1_HUMAN;sp|P52597|HNRPF_HUMAN;sp|P55795|HNRH2_HUMAN,1
sp|P31943|HNRH1_HUMAN;sp|P55795|HNRH2_HUMAN,1
sp|P31947|1433S_HUMAN,1
sp|P31948|STIP1_HUMAN,5
sp|P32119|PRDX2_HUMAN,2
sp|P32119|PRDX2_HUMAN;sp|Q06830|PRDX1_HUMAN,1
sp|P32969|RL9_HUMAN,1
sp|P33316|DUT_HUMAN,1
sp|P33991|MCM4_HUMAN,2
sp|P34897|GLYM_HUMAN,6
sp|P34932|HSP74_HUMAN,2
sp|P35237|SPB6_HUMAN,2
sp|P35268|RL22_HUMAN,1
sp|P35579|MYH9_HUMAN,5
sp|P35579|MYH9_HUMAN;sp|P35580|MYH10_HUMAN,1
sp|P35606|COPB2_HUMAN,1
sp|P35613|BASI_HUMAN,2
sp|P35637|FUS_HUMAN;sp|Q92804|RBP56_HUMAN,1
sp|P35659|DEK_HUMAN,1
sp|P36542|ATPG_HUMAN,2
sp|P36578|RL4_HUMAN,4
sp|P36873|PP1G_HUMAN;sp|P62136|PP1A_HUMAN;sp|P62140|PP1B_HUMAN,1
sp|P36952|SPB5_HUMAN,6
sp|P36955|PEDF_HUMAN,3
sp|P37108|SRP14_HUMAN,1
